ID;Year;Month;Country;Country Code;Agency;Organisation;Cluster;Item;Quantity;Province / Branch
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;SHELTER;Kitchen sets - other;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;SHELTER;Tent - standard 16m2 (To be defined);0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;SHELTER;Tents - other;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;SHELTER;Storage Tents;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;SHELTER;Sleeping Mats;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Water Bladder 5000L=>10000L;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Water bladder 1500L => 4000L;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Tap Stand;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Water Purification Tablets 33mg;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Water Purification Tablets 67mg;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Jerry cans Standards (10L);0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Jerry Cans - other;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Hygiene kits Standards (To be defined);0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Hygiene kits - Local/Other ;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Oxfam type Bucket;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Bucket - other;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Soaps;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Water Treatment Plants;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;WATSAN;Desalination Unit;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;HEALTH;Mosquito Nets Standards (To be defined);0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;HEALTH;Mosquito Nets - other;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;HEALTH;Basic Unit IEHK ;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;ETC;Emergency Telecom kits;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;ETC;VHF Handsets and Programming Kit;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;ETC;Satellite Phones;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;OTHERS;Generators;0;
AUCARE International;2016;Oct;Australia;AU;CARE International;INGO;OTHERS;School bags;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Tarpaulins- other;23128;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Plastic sheeting rolls;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Blankets Standard (to be defined);50075;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Blankets - other;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Chainsaw;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Shelter Tool Kit Standards (IFRC type);10000;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Shelter Kits -other;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Lamp/Torch;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Solar lanterns;2028;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Ropes;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Kitchen sets - Standard (IFRC -Type A);0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Kitchen sets - other;10000;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Tent - standard 16m2 (To be defined);0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Tents - other;278;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Storage Tents;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;SHELTER;Sleeping Mats;50023;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Water Bladder 5000L=>10000L;3;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Water bladder 1500L => 4000L;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Tap Stand;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Water Purification Tablets 33mg;1028540;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Water Purification Tablets 67mg;1568000;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Jerry cans Standards (10L);4028;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Jerry Cans - other;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Hygiene kits Standards (To be defined);10000;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Hygiene kits - Local/Other ;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Oxfam type Bucket;4044;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Bucket - other;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Soaps;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Water Treatment Plants;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;WATSAN;Desalination Unit;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;HEALTH;Mosquito Nets Standards (To be defined);4255;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;HEALTH;Mosquito Nets - other;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;HEALTH;Basic Unit IEHK ;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;ETC;Emergency Telecom kits;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;ETC;VHF Handsets and Programming Kit;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;ETC;Satellite Phones;0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;OTHERS;Generators;40;
AUDFAT;2016;Oct;Australia;AU;DFAT;Government Agency;OTHERS;School bags;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);3500;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Tarpaulins- other;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Plastic sheeting rolls;3;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Blankets Standard (to be defined);1980;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Blankets - other;1650;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Chainsaw;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Shelter Tool Kit Standards (IFRC type);1000;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Shelter Kits -other;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Lamp/Torch;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Solar lanterns;2496;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Ropes;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Kitchen sets - Standard (IFRC -Type A);468;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Kitchen sets - other;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Tent - standard 16m2 (To be defined);0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Tents - other;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Storage Tents;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;SHELTER;Sleeping Mats;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Water Bladder 5000L=>10000L;5;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Water bladder 1500L => 4000L;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Tap Stand;8;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Water Purification Tablets 33mg;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Water Purification Tablets 67mg;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Jerry cans Standards (10L);6450;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Jerry Cans - other;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Hygiene kits Standards (To be defined);1008;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Hygiene kits - Local/Other ;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Oxfam type Bucket;1080;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Bucket - other;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Soaps;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Water Treatment Plants;3;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;WATSAN;Desalination Unit;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;HEALTH;Mosquito Nets Standards (To be defined);1500;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;HEALTH;Mosquito Nets - other;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;HEALTH;Basic Unit IEHK ;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;ETC;Emergency Telecom kits;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;ETC;VHF Handsets and Programming Kit;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;ETC;Satellite Phones;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;OTHERS;Generators;0;
AUAustralia Red Cross;2016;Oct;Australia;AU;Australia Red Cross;RCRC;OTHERS;School bags;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);1001;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Tarpaulins- other;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Plastic sheeting rolls;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Blankets Standard (to be defined);0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Blankets - other;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Chainsaw;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Shelter Tool Kit Standards (IFRC type);0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Shelter Kits -other;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Lamp/Torch;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Solar lanterns;1044;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Ropes;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Kitchen sets - Standard (IFRC -Type A);900;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Kitchen sets - other;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Tent - standard 16m2 (To be defined);0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Tents - other;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Storage Tents;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;SHELTER;Sleeping Mats;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Water Bladder 5000L=>10000L;3;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Water bladder 1500L => 4000L;17;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Tap Stand;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Water Purification Tablets 33mg;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Water Purification Tablets 67mg;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Jerry cans Standards (10L);0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Jerry Cans - other;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Hygiene kits Standards (To be defined);1000;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Hygiene kits - Local/Other ;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Oxfam type Bucket;4;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Bucket - other;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Soaps;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Water Treatment Plants;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;WATSAN;Desalination Unit;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;HEALTH;Mosquito Nets Standards (To be defined);900;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;HEALTH;Mosquito Nets - other;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;HEALTH;Basic Unit IEHK ;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;ETC;Emergency Telecom kits;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;ETC;VHF Handsets and Programming Kit;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;ETC;Satellite Phones;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;OTHERS;Generators;0;
AUOXFAM;2016;Oct;Australia;AU;OXFAM;INGO;OTHERS;School bags;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);600;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Tarpaulins- other;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Plastic sheeting rolls;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Blankets Standard (to be defined);0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Blankets - other;592;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Chainsaw;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Shelter Tool Kit Standards (IFRC type);0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Shelter Kits -other;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Lamp/Torch;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Solar lanterns;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Ropes;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Kitchen sets - Standard (IFRC -Type A);0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Kitchen sets - other;592;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Tent - standard 16m2 (To be defined);0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Tents - other;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Storage Tents;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;SHELTER;Sleeping Mats;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Water Bladder 5000L=>10000L;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Water bladder 1500L => 4000L;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Tap Stand;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Water Purification Tablets 33mg;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Water Purification Tablets 67mg;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Jerry cans Standards (10L);0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Jerry Cans - other;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Hygiene kits Standards (To be defined);0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Hygiene kits - Local/Other ;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Oxfam type Bucket;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Bucket - other;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Soaps;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Water Treatment Plants;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;WATSAN;Desalination Unit;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;HEALTH;Mosquito Nets Standards (To be defined);0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;HEALTH;Mosquito Nets - other;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;HEALTH;Basic Unit IEHK ;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;ETC;Emergency Telecom kits;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;ETC;VHF Handsets and Programming Kit;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;ETC;Satellite Phones;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;OTHERS;Generators;0;
AUSAVE the CHILDREN;2016;Oct;Australia;AU;SAVE the CHILDREN;INGO;OTHERS;School bags;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);2000;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Tarpaulins- other;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Plastic sheeting rolls;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Blankets Standard (to be defined);1000;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Blankets - other;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Chainsaw;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Shelter Tool Kit Standards (IFRC type);500;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Shelter Kits -other;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Lamp/Torch;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Solar lanterns;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Ropes;0;
AUWORLD VISION;2016;Oct;Australia;AU;WORLD VISION;INGO;SHELTER;Kitchen sets - Standard (IFRC -Type A);500;
